model,lambda_X_dnRMSE,PXX_dnRMSE,PXY_dnRMSE,Z_X_dnRMSE,zeta_X_dnRMSE
Liu--Kim--Omberg factor,0.0010769411383535887,0.0016813147749176738,0.4093130774681652,0.0012709279190700837,0.6237124355205507
