epoch,dpo_policy_rmse_mean,dpo_policy_rmse_std,dpo_kkt_pg_mean,dpo_kkt_pg_std,dpo_H_gap_to_QP_mean,dpo_H_gap_to_QP_std,barrier_kkt_pg_mean,barrier_kkt_pg_std,barrier_H_gap_to_QP_mean,barrier_H_gap_to_QP_std,full_qp_kkt_pg_mean,full_qp_kkt_pg_std,full_zero_action_l2_mean,full_zero_action_l2_std
250,0.01356143187780555,0.0008506907844848641,0.043879207082053125,0.0051956969340958906,0.022969376274092745,0.004905494534819233,0.001116858607786502,9.895459686801103e-05,2.80483671964241e-05,3.122294235777911e-06,1.2948641372363773e-17,6.887368514656824e-19,0.0431642012759827,0.0034705277830224457
500,0.011250540408584293,0.00017129418766760853,0.024108021712860066,0.0012162725851861216,0.004466565570491851,0.00039574525874038803,0.0008065561650014936,3.991986821731301e-07,1.734174442902184e-05,1.2569183073025341e-08,5.706776604313497e-14,9.88203414042903e-14,0.0028969570621750936,0.00010272644960442485
1000,0.0111899641231614,0.00011756290130731979,0.023944974606307113,0.0011962352856848615,0.004501349384836964,0.0003351193346438121,0.0008061621861234425,1.0406010223398219e-07,1.728602271002809e-05,2.410378877293782e-09,2.309337577208732e-13,3.9996639065756e-13,0.0007461224070305586,6.050269786565793e-05
